spark.default.parallelism,batchInterval,spark.executor.cores,spark.executor.memory,spark.shuffle.compress,spark.streaming.blockInterval,time
1,1,1,16,False,4,0.189
1,1,1,16,False,4,0.131
1,1,1,16,False,4,0.125
1,1,1,16,False,4,0.116
1,1,1,16,False,4,1.16
1,1,1,16,False,4,0.12
1,1,1,16,False,4,0.127
1,1,1,16,False,4,0.265
1,1,1,16,False,4,0.123
1,1,1,16,False,4,0.202
1,1,1,16,False,4,0.154
1,1,1,16,False,4,0.233
1,1,1,16,False,4,0.123
1,1,1,16,False,4,0.167
1,1,1,16,False,4,0.22
1,1,1,16,False,4,0.134
1,1,1,16,False,4,0.261
1,1,1,16,False,4,0.115
1,1,1,16,False,4,1.129
1,1,1,16,False,4,0.128
1,1,1,16,False,4,0.117
1,1,1,16,False,4,0.443
1,1,1,16,False,4,0.166
1,1,1,16,False,4,2.117
1,1,1,16,False,4,0.118
1,1,1,16,False,4,2.102
1,1,1,16,False,4,0.129
1,1,1,16,False,4,0.16
1,1,1,16,False,4,0.299
1,1,1,16,False,4,1.052
1,1,1,16,False,4,1.255
1,1,1,16,False,4,0.159
1,1,1,16,False,4,0.205
1,1,1,16,False,4,0.119
1,1,1,16,False,4,0.128
1,1,1,16,False,4,0.254
1,1,1,16,False,4,0.129
1,1,1,16,False,4,1.199
1,1,1,16,False,4,0.134
1,1,1,16,False,4,0.24
1,1,1,16,False,4,0.124
1,1,1,16,False,4,0.123
1,1,1,16,False,4,1.257
1,1,1,16,False,4,1.881
1,1,1,16,False,4,0.282
1,1,1,16,False,4,0.166
1,1,1,16,False,4,0.122
1,1,1,16,False,4,1.226
1,1,1,16,False,4,0.124
1,1,1,16,False,4,0.202
1,1,1,16,False,4,0.122
1,1,1,16,False,4,0.677
1,1,1,16,False,4,0.162
1,1,1,16,False,4,1.2
1,1,1,16,False,4,1.021
1,1,1,16,False,4,0.147
1,1,1,16,False,4,1.198
1,1,1,16,False,4,1.081
1,1,1,16,False,4,0.218
1,1,1,16,False,4,1.046
1,1,1,16,False,4,1.239
1,1,1,16,False,4,1.064
1,1,1,16,False,4,0.209
1,1,1,16,False,4,1.133
1,1,1,16,False,4,1.075
1,1,1,16,False,4,1.358
1,1,1,16,False,4,0.124
1,1,1,16,False,4,0.718
1,1,1,16,False,4,1.062
1,1,1,16,False,4,0.166
1,1,1,16,False,4,1.272
1,1,1,16,False,4,0.352
1,1,1,16,False,4,0.487
1,1,1,16,False,4,1.082
1,1,1,16,False,4,1.432
1,1,1,16,False,4,1.065
1,1,1,16,False,4,1.083
1,1,1,16,False,4,1.324
1,1,1,16,False,4,2.363
1,1,1,16,False,4,2.638
1,1,1,16,False,4,1.294
1,1,1,16,False,4,1.051
1,1,1,16,False,4,1.131
1,1,1,16,False,8,0.118
1,1,1,16,False,8,0.121
1,1,1,16,False,8,0.117
1,1,1,16,False,8,0.152
1,1,1,16,False,8,0.124
1,1,1,16,False,8,0.13
1,1,1,16,False,8,0.129
1,1,1,16,False,8,0.132
1,1,1,16,False,8,0.371
1,1,1,16,False,8,1.097
1,1,1,16,False,8,0.152
1,1,1,16,False,8,0.115
1,1,1,16,False,8,1.023
1,1,1,16,False,8,0.13
1,1,1,16,False,8,0.123
1,1,1,16,False,8,0.125
1,1,1,16,False,8,0.144
1,1,1,16,False,8,0.121
1,1,1,16,False,8,0.15
1,1,1,16,False,8,0.122
1,1,1,16,False,8,0.113
1,1,1,16,False,8,0.132
1,1,1,16,False,8,0.204
1,1,1,16,False,8,0.126
1,1,1,16,False,8,0.195
1,1,1,16,False,8,0.173
1,1,1,16,False,8,0.49
1,1,1,16,False,8,0.118
1,1,1,16,False,8,0.166
1,1,1,16,False,8,0.209
1,1,1,16,False,8,0.132
1,1,1,16,False,8,0.457
1,1,1,16,False,8,0.147
1,1,1,16,False,8,1.422
1,1,1,16,False,8,0.123
1,1,1,16,False,8,0.149
1,1,1,16,False,8,1.225
1,1,1,16,False,8,0.13
1,1,1,16,False,8,0.204
1,1,1,16,False,8,0.177
1,1,1,16,False,8,0.135
1,1,1,16,False,8,0.282
1,1,1,16,False,8,0.12
1,1,1,16,False,8,0.533
1,1,1,16,False,8,0.125
1,1,1,16,False,8,0.211
1,1,1,16,False,8,0.181
1,1,1,16,False,8,0.132
1,1,1,16,False,8,0.275
1,1,1,16,False,8,0.128
1,1,1,16,False,8,0.197
1,1,1,16,False,8,0.128
1,1,1,16,False,8,0.48
1,1,1,16,False,8,0.119
1,1,1,16,False,8,0.136
1,1,1,16,False,8,0.294
1,1,1,16,False,8,0.118
1,1,1,16,False,8,0.467
1,1,1,16,False,8,1.053
1,1,1,16,False,8,2.297
1,1,1,16,False,8,0.153
1,1,1,16,False,8,1.092
1,1,1,16,False,8,1.183
1,1,1,16,False,8,1.03
1,1,1,16,False,8,1.228
1,1,1,16,False,8,0.119
1,1,1,16,False,8,1.285
1,1,1,16,False,8,0.121
1,1,1,16,False,8,1.084
1,1,1,16,False,8,0.211
1,1,1,16,False,8,0.348
1,1,1,16,False,8,0.488
1,1,1,16,False,8,1.034
1,1,1,16,False,8,0.501
1,1,1,16,False,8,0.163
1,1,1,16,False,8,1.212
1,1,1,16,False,8,0.343
1,1,1,16,False,8,0.129
1,1,1,16,False,8,0.256
1,1,1,16,False,8,0.356
1,1,1,16,False,8,1.23
1,1,1,16,False,8,0.122
1,1,1,16,False,8,0.364
1,1,1,16,False,8,2.205
1,1,1,16,False,8,0.19
1,1,1,16,False,8,1.246
1,1,1,16,False,8,0.133
1,1,1,16,False,8,1.462
1,1,1,16,False,8,0.147
1,1,1,16,False,8,0.214
1,1,1,16,False,8,1.214
1,1,1,16,False,8,1.063
1,1,1,16,False,8,0.516
1,1,1,16,False,8,1.095
1,1,1,16,False,8,1.294
1,1,1,16,False,8,1.23
1,1,1,16,False,8,1.345
1,1,1,16,False,8,2.336
1,1,1,16,False,8,2.427
1,1,1,16,False,8,0.429
1,1,1,16,True,1,0.12
1,1,1,16,True,1,0.12
1,1,1,16,True,1,0.132
1,1,1,16,True,1,0.12
1,1,1,16,True,1,0.115
1,1,1,16,True,1,0.131
1,1,1,16,True,1,0.13
1,1,1,16,True,1,0.122
1,1,1,16,True,1,0.126
1,1,1,16,True,1,0.126
1,1,1,16,True,1,0.167
1,1,1,16,True,1,0.131
1,1,1,16,True,1,0.153
1,1,1,16,True,1,0.128
1,1,1,16,True,1,0.174
1,1,1,16,True,1,0.122
1,1,1,16,True,1,0.131
1,1,1,16,True,1,0.167
1,1,1,16,True,1,0.166
1,1,1,16,True,1,0.152
1,1,1,16,True,1,0.123
1,1,1,16,True,1,0.135
1,1,1,16,True,1,0.127
1,1,1,16,True,1,0.196
1,1,1,16,True,1,0.121
1,1,1,16,True,1,0.253
1,1,1,16,True,1,0.118
1,1,1,16,True,1,0.202
1,1,1,16,True,1,0.154
1,1,1,16,True,1,0.118
1,1,1,16,True,1,0.294
1,1,1,16,True,1,0.119
1,1,1,16,True,1,0.252
1,1,1,16,True,1,0.119
1,1,1,16,True,1,1.138
1,1,1,16,True,1,0.156
1,1,1,16,True,1,0.177
1,1,1,16,True,1,0.198
1,1,1,16,True,1,0.118
1,1,1,16,True,1,0.222
1,1,1,16,True,1,0.124
1,1,1,16,True,1,0.462
1,1,1,16,True,1,0.153
1,1,1,16,True,1,0.179
1,1,1,16,True,1,0.212
1,1,1,16,True,1,0.119
1,1,1,16,True,1,0.472
1,1,1,16,True,1,0.12
1,1,1,16,True,1,0.242
1,1,1,16,True,1,0.116
1,1,1,16,True,1,0.132
1,1,1,16,True,1,0.214
1,1,1,16,True,1,0.157
1,1,1,16,True,1,0.218
1,1,1,16,True,1,0.16
1,1,1,16,True,1,0.281
1,1,1,16,True,1,0.208
1,1,1,16,True,1,0.216
1,1,1,16,True,1,0.166
1,1,1,16,True,1,0.13
1,1,1,16,True,1,0.204
1,1,1,16,True,1,0.147
1,1,1,16,True,1,0.617
1,1,1,16,True,1,0.16
1,1,1,16,True,1,0.413
1,1,1,16,True,1,0.12
1,1,1,16,True,1,0.251
1,1,1,16,True,1,0.135
1,1,1,16,True,1,0.368
1,1,1,16,True,1,0.316
1,1,1,16,True,1,0.131
1,1,1,16,True,1,0.283
1,1,1,16,True,1,0.124
1,1,1,16,True,1,0.221
1,1,1,16,True,1,0.187
1,1,1,16,True,1,0.166
1,1,1,16,True,1,1.179
1,1,1,16,True,1,0.165
1,1,1,16,True,1,0.548
1,1,1,16,True,1,0.135
1,1,1,16,True,1,1.336
1,1,1,16,True,1,0.127
1,1,1,16,True,1,0.215
1,1,1,16,True,1,0.761
1,1,1,16,True,1,0.173
1,1,1,16,True,1,1.509
1,1,1,16,True,1,0.332
1,1,1,16,True,1,1.391
1,1,1,16,True,1,0.143
1,1,1,16,True,1,2.193
1,1,1,16,True,1,1.244
1,1,1,16,True,1,0.143
1,1,1,16,True,1,2.243
1,1,1,16,True,1,0.4
1,1,1,16,True,1,2.506
1,1,1,16,True,1,0.408
1,1,1,16,True,1,2.545
1,1,1,16,True,1,2.414
1,1,1,16,True,1,0.998
1,1,1,16,True,2,0.136
1,1,1,16,True,2,0.121
1,1,1,16,True,2,0.128
1,1,1,16,True,2,0.124
1,1,1,16,True,2,0.131
1,1,1,16,True,2,0.132
1,1,1,16,True,2,0.133
1,1,1,16,True,2,0.125
1,1,1,16,True,2,0.128
1,1,1,16,True,2,0.208
1,1,1,16,True,2,0.13
1,1,1,16,True,2,0.128
1,1,1,16,True,2,0.135
1,1,1,16,True,2,0.126
1,1,1,16,True,2,0.127
1,1,1,16,True,2,0.126
1,1,1,16,True,2,0.37
1,1,1,16,True,2,0.151
1,1,1,16,True,2,0.128
1,1,1,16,True,2,0.121
1,1,1,16,True,2,1.09
1,1,1,16,True,2,0.128
1,1,1,16,True,2,0.197
1,1,1,16,True,2,0.151
1,1,1,16,True,2,0.21
1,1,1,16,True,2,0.13
1,1,1,16,True,2,0.224
1,1,1,16,True,2,0.154
1,1,1,16,True,2,0.194
1,1,1,16,True,2,0.127
1,1,1,16,True,2,0.131
1,1,1,16,True,2,0.305
1,1,1,16,True,2,0.119
1,1,1,16,True,2,0.452
1,1,1,16,True,2,0.128
1,1,1,16,True,2,0.2
1,1,1,16,True,2,0.189
1,1,1,16,True,2,0.342
1,1,1,16,True,2,1.184
1,1,1,16,True,2,0.122
1,1,1,16,True,2,1.222
1,1,1,16,True,2,0.144
1,1,1,16,True,2,0.139
1,1,1,16,True,2,0.21
1,1,1,16,True,2,0.159
1,1,1,16,True,2,0.222
1,1,1,16,True,2,0.121
1,1,1,16,True,2,0.259
1,1,1,16,True,2,0.16
1,1,1,16,True,2,0.129
1,1,1,16,True,2,0.291
1,1,1,16,True,2,0.153
1,1,1,16,True,2,0.213
1,1,1,16,True,2,0.163
1,1,1,16,True,2,0.436
1,1,1,16,True,2,0.123
1,1,1,16,True,2,0.134
1,1,1,16,True,2,0.249
1,1,1,16,True,2,0.125
1,1,1,16,True,2,0.248
1,1,1,16,True,2,1.06
1,1,1,16,True,2,0.167
1,1,1,16,True,2,0.207
1,1,1,16,True,2,0.161
1,1,1,16,True,2,0.423
1,1,1,16,True,2,0.131
1,1,1,16,True,2,1.736
1,1,1,16,True,2,0.329
1,1,1,16,True,2,0.202
1,1,1,16,True,2,0.136
1,1,1,16,True,2,0.129
1,1,1,16,True,2,0.366
1,1,1,16,True,2,0.346
1,1,1,16,True,2,1.214
1,1,1,16,True,2,0.138
1,1,1,16,True,2,1.225
1,1,1,16,True,2,0.116
1,1,1,16,True,2,1.065
1,1,1,16,True,2,1.268
1,1,1,16,True,2,0.163
1,1,1,16,True,2,1.416
1,1,1,16,True,2,1.091
1,1,1,16,True,2,1.242
1,1,1,16,True,2,1.104
1,1,1,16,True,2,0.21
1,1,1,16,True,2,0.29
1,1,1,16,True,2,0.135
1,1,1,16,True,2,1.217
1,1,1,16,True,2,0.183
1,1,1,16,True,2,1.19
1,1,1,16,True,2,0.138
1,1,1,16,True,2,2.15
1,1,1,16,True,2,1.063
1,1,1,16,True,2,1.465
1,1,1,16,True,2,1.027
1,1,1,16,True,2,2.163
1,1,1,16,True,2,1.185
1,1,1,16,True,2,2.323
1,1,1,16,True,2,2.731
1,1,1,16,True,2,0.358
1,1,1,16,True,2,0.364
1,1,1,16,True,4,0.124
1,1,1,16,True,4,0.156
1,1,1,16,True,4,0.096
1,1,1,16,True,4,0.132
1,1,1,16,True,4,0.129
1,1,1,16,True,4,0.165
1,1,1,16,True,4,0.13
1,1,1,16,True,4,0.168
1,1,1,16,True,4,0.122
1,1,1,16,True,4,0.136
1,1,1,16,True,4,0.134
1,1,1,16,True,4,0.13
1,1,1,16,True,4,0.132
1,1,1,16,True,4,0.127
1,1,1,16,True,4,0.114
1,1,1,16,True,4,1.085
1,1,1,16,True,4,0.125
1,1,1,16,True,4,0.133
1,1,1,16,True,4,0.12
1,1,1,16,True,4,0.13
1,1,1,16,True,4,0.138
1,1,1,16,True,4,0.132
1,1,1,16,True,4,0.209
1,1,1,16,True,4,0.133
1,1,1,16,True,4,0.122
1,1,1,16,True,4,0.217
1,1,1,16,True,4,0.124
1,1,1,16,True,4,0.21
1,1,1,16,True,4,1.098
1,1,1,16,True,4,0.118
1,1,1,16,True,4,1.476
1,1,1,16,True,4,0.124
1,1,1,16,True,4,0.215
1,1,1,16,True,4,0.115
1,1,1,16,True,4,0.199
1,1,1,16,True,4,0.116
1,1,1,16,True,4,0.128
1,1,1,16,True,4,0.255
1,1,1,16,True,4,0.136
1,1,1,16,True,4,0.279
1,1,1,16,True,4,0.158
1,1,1,16,True,4,0.219
1,1,1,16,True,4,0.13
1,1,1,16,True,4,0.13
1,1,1,16,True,4,0.277
1,1,1,16,True,4,0.16
1,1,1,16,True,4,0.214
1,1,1,16,True,4,0.34
1,1,1,16,True,4,0.197
1,1,1,16,True,4,1.101
1,1,1,16,True,4,0.131
1,1,1,16,True,4,0.286
1,1,1,16,True,4,0.124
1,1,1,16,True,4,0.187
1,1,1,16,True,4,1.046
1,1,1,16,True,4,0.361
1,1,1,16,True,4,1.2
1,1,1,16,True,4,0.13
1,1,1,16,True,4,0.494
1,1,1,16,True,4,0.166
1,1,1,16,True,4,0.245
1,1,1,16,True,4,0.132
1,1,1,16,True,4,0.357
1,1,1,16,True,4,0.23
1,1,1,16,True,4,0.169
1,1,1,16,True,4,0.262
1,1,1,16,True,4,0.381
1,1,1,16,True,4,1.176
1,1,1,16,True,4,0.131
1,1,1,16,True,4,0.164
1,1,1,16,True,4,1.244
1,1,1,16,True,4,1.082
1,1,1,16,True,4,0.197
1,1,1,16,True,4,0.135
1,1,1,16,True,4,1.181
1,1,1,16,True,4,0.372
1,1,1,16,True,4,0.141
1,1,1,16,True,4,2.289
1,1,1,16,True,4,0.135
1,1,1,16,True,4,0.504
1,1,1,16,True,4,0.129
1,1,1,16,True,4,1.206
1,1,1,16,True,4,0.69
1,1,1,16,True,4,1.057
1,1,1,16,True,4,1.188
1,1,1,16,True,4,1.076
1,1,1,16,True,4,1.23
1,1,1,16,True,4,0.12
1,1,1,16,True,4,1.469
1,1,1,16,True,4,1.09
1,1,1,16,True,4,1.092
1,1,1,16,True,4,1.148
1,1,1,16,True,4,1.107
1,1,1,16,True,4,1.455
1,1,1,16,True,4,0.134
1,1,1,16,True,4,1.395
1,1,1,16,True,4,2.875
1,1,1,16,True,4,1.492
1,1,1,16,True,4,0.394
1,1,1,16,True,8,0.16
1,1,1,16,True,8,0.123
1,1,1,16,True,8,0.12
1,1,1,16,True,8,0.123
1,1,1,16,True,8,1.168
1,1,1,16,True,8,0.124
1,1,1,16,True,8,0.133
1,1,1,16,True,8,0.174
1,1,1,16,True,8,0.131
1,1,1,16,True,8,0.125
1,1,1,16,True,8,0.123
1,1,1,16,True,8,0.133
1,1,1,16,True,8,0.132
1,1,1,16,True,8,0.167
1,1,1,16,True,8,0.131
1,1,1,16,True,8,0.172
1,1,1,16,True,8,0.131
1,1,1,16,True,8,0.131
1,1,1,16,True,8,0.353
1,1,1,16,True,8,0.128
1,1,1,16,True,8,0.362
1,1,1,16,True,8,0.166
1,1,1,16,True,8,0.197
1,1,1,16,True,8,0.117
1,1,1,16,True,8,0.197
1,1,1,16,True,8,0.116
1,1,1,16,True,8,1.075
1,1,1,16,True,8,0.28
1,1,1,16,True,8,0.437
1,1,1,16,True,8,0.467
1,1,1,16,True,8,0.123
1,1,1,16,True,8,0.32
1,1,1,16,True,8,0.37
1,1,1,16,True,8,0.162
1,1,1,16,True,8,0.201
1,1,1,16,True,8,0.363
1,1,1,16,True,8,0.193
1,1,1,16,True,8,0.127
1,1,1,16,True,8,0.209
1,1,1,16,True,8,0.119
1,1,1,16,True,8,0.118
1,1,1,16,True,8,1.171
1,1,1,16,True,8,0.118
1,1,1,16,True,8,0.219
1,1,1,16,True,8,0.122
1,1,1,16,True,8,0.134
1,1,1,16,True,8,0.206
1,1,1,16,True,8,0.121
1,1,1,16,True,8,0.23
1,1,1,16,True,8,0.12
1,1,1,16,True,8,1.236
1,1,1,16,True,8,0.137
1,1,1,16,True,8,0.154
1,1,1,16,True,8,0.207
1,1,1,16,True,8,0.151
1,1,1,16,True,8,1.218
1,1,1,16,True,8,1.092
1,1,1,16,True,8,1.136
1,1,1,16,True,8,0.17
1,1,1,16,True,8,0.133
1,1,1,16,True,8,0.2
1,1,1,16,True,8,0.992
1,1,1,16,True,8,0.212
1,1,1,16,True,8,0.127
1,1,1,16,True,8,0.255
1,1,1,16,True,8,0.473
1,1,1,16,True,8,0.134
1,1,1,16,True,8,0.49
1,1,1,16,True,8,0.137
1,1,1,16,True,8,1.217
1,1,1,16,True,8,0.359
1,1,1,16,True,8,0.262
1,1,1,16,True,8,0.214
1,1,1,16,True,8,0.4
1,1,1,16,True,8,0.3
1,1,1,16,True,8,1.059
1,1,1,16,True,8,1.184
1,1,1,16,True,8,0.134
1,1,1,16,True,8,1.231
1,1,1,16,True,8,1.081
1,1,1,16,True,8,0.126
1,1,1,16,True,8,0.505
1,1,1,16,True,8,1.097
1,1,1,16,True,8,0.263
1,1,1,16,True,8,1.047
1,1,1,16,True,8,2.113
1,1,1,16,True,8,1.075
1,1,1,16,True,8,0.359
1,1,1,16,True,8,0.519
1,1,1,16,True,8,0.18
1,1,1,16,True,8,0.505
1,1,1,16,True,8,1.134
1,1,1,16,True,8,1.424
1,1,1,16,True,8,0.188
1,1,1,16,True,8,0.32
1,1,1,16,True,8,2.796
1,1,1,16,True,8,0.361
1,1,1,16,True,8,0.434
1,1,1,4,False,1,10.446
1,1,1,4,False,1,16.729
1,1,1,4,False,1,20.894
1,1,1,4,False,1,2.12
1,1,1,4,False,1,1.827
1,1,1,4,False,2,10.045
1,1,1,4,False,2,4.736
1,1,1,4,False,2,9.643
1,1,1,4,False,2,22.083
1,1,1,4,False,2,9.36
1,1,1,4,False,2,1.189
1,1,1,4,False,2,1.167
1,1,1,4,False,4,7.627
1,1,1,4,False,4,12.872
1,1,1,4,False,4,4.344
1,1,1,4,False,4,5.018
1,1,1,4,False,4,7.146
1,1,1,4,False,4,6.494
1,1,1,4,False,4,13.86
1,1,1,4,False,4,6.03
1,1,1,4,False,4,1.184
1,1,1,4,False,4,1.186
1,1,1,4,False,8,9.6
1,1,1,4,False,8,7.838
1,1,1,4,False,8,8.833
1,1,1,4,False,8,23.422
1,1,1,4,False,8,6.153
1,1,1,4,False,8,1.114
1,1,1,4,False,8,1.149
1,1,1,4,True,1,10.726
1,1,1,4,True,1,4.974
1,1,1,4,True,1,9.882
1,1,1,4,True,1,13.562
1,1,1,4,True,1,4.192
1,1,1,4,True,1,7.112
1,1,1,4,True,1,8.8
1,1,1,4,True,1,3.505
1,1,1,4,True,1,2.599
1,1,1,4,True,1,0.403
1,1,1,4,True,2,8.181
1,1,1,4,True,2,5.062
1,1,1,4,True,2,14.412
1,1,1,4,True,2,6.633
1,1,1,4,True,2,12.355
1,1,1,4,True,2,11.703
1,1,1,4,True,2,3.222
1,1,1,4,True,2,1.15
1,1,1,4,True,2,1.216
1,1,1,4,True,4,5.668
1,1,1,4,True,4,8.378
1,1,1,4,True,4,4.273
1,1,1,4,True,4,13.837
1,1,1,4,True,4,4.444
1,1,1,4,True,4,4.523
1,1,1,4,True,4,6.422
1,1,1,4,True,4,3.011
1,1,1,4,True,4,1.201
1,1,1,4,True,4,1.105
1,1,1,4,True,8,10.32
1,1,1,4,True,8,6.386
1,1,1,4,True,8,5.838
